Str,Sold,ExtP$,Day,WDay,Hr
AA,4,215.46,31,Thu,13
AA,4,235.97,31,Thu,14
AA,2,47.39,31,Thu,15
AA,5,12.50,31,Thu,16
AA,4,224.03,31,Thu,17
AA,12,299.62,31,Thu,19
WB,9,139.20,1,Mon,9
WB,1,98.99,1,Fri,9
WB,7,425.93,1,Mon,10
WB,23,446.45,1,Fri,10
WB,10,474.00,1,Mon,11
WB,16,609.64,1,Fri,11
WB,6,329.74,1,Mon,12
WB,19,517.59,1,Fri,12
WB,4,273.36,1,Mon,13
WB,22,781.45,1,Fri,13
WB,4,184.46,1,Mon,14
WB,12,736.28,1,Fri,14
WB,4,332.96,1,Mon,15
WB,6,339.94,1,Fri,15
WB,10,192.88,1,Mon,16
WB,7,466.23,1,Fri,16
WB,3,237.73,1,Mon,17
WB,32,655.86,1,Fri,17
WB,6,321.64,1,Mon,18
WB,21,733.53,1,Fri,18
WB,1,114.99,1,Mon,19
WB,4,17.55,1,Fri,19
WB,13,322.24,1,Fri,20
WB,3,186.97,2,Tue,9
WB,-2,-109.48,2,Wed,9
WB,14,373.68,2,Sat,9
WB,12,607.59,2,Sat,10
WB,3,164.97,2,Tue,11
WB,10,544.70,2,Wed,11
WB,15,953.75,2,Sat,11
WB,9,426.47,2,Tue,12
WB,56,1350.30,2,Sat,12
WB,-2,-82.48,2,Wed,13
WB,50,699.61,2,Sat,13
WB,-1,-116.99,2,Tue,14
WB,50,854.70,2,Wed,14
WB,68,1329.60,2,Sat,14
WB,8,378.42,2,Tue,15
WB,1,109.99,2,Wed,15
WB,49,1028.72,2,Sat,15
WB,36,1091.70,2,Tue,16
WB,8,249.93,2,Wed,16
WB,40,648.16,2,Sat,16
WB,3,303.97,2,Tue,17
WB,6,35.54,2,Wed,17
WB,31,1320.76,2,Sat,17
WB,3,118.77,2,Tue,18
WB,3,226.77,2,Wed,18
WB,3,209.57,2,Tue,19
WB,1,149.99,2,Wed,19
WB,1,109.99,3,Wed,9
WB,1,98.99,3,Wed,10
WB,2,88.78,3,Thu,10
WB,18,314.90,3,Wed,11
WB,3,52.47,3,Thu,11
WB,8,352.22,3,Sun,12
WB,1,12.59,3,Wed,12
WB,5,331.85,3,Thu,12
WB,16,715.78,3,Sun,13
WB,13,785.87,3,Wed,13
WB,3,197.97,3,Thu,13
WB,21,722.02,3,Sun,14
WB,5,153.85,3,Wed,14
WB,6,322.93,3,Thu,14
WB,35,1439.04,3,Sun,15
WB,-1,-27.99,3,Wed,15
WB,3,134.74,3,Thu,15
WB,32,929.98,3,Sun,16
WB,12,805.58,3,Wed,16
WB,13,467.08,3,Thu,16
WB,4,86.49,3,Sun,17
WB,54,347.04,3,Wed,17
WB,5,395.95,3,Thu,17
WB,2,179.98,3,Wed,18
WB,1,125.99,3,Thu,18
WB,1,30.99,3,Wed,19
WB,2,82.58,3,Thu,19
WB,2,193.48,3,Thu,20
WB,1,11.69,4,Fri,9
WB,4,282.97,4,Mon,10
WB,2,117.98,4,Thu,10
WB,2,125.08,4,Fri,10
WB,30,574.70,4,Mon,11
WB,6,151.94,4,Thu,11
WB,5,251.95,4,Fri,11
WB,2,212.98,4,Mon,12
WB,12,173.38,4,Thu,12
WB,7,231.15,4,Fri,12
WB,7,84.75,4,Mon,13
WB,6,410.44,4,Thu,13
WB,7,225.53,4,Fri,13
WB,3,349.97,4,Mon,14
WB,5,207.25,4,Thu,14
WB,2,152.98,4,Fri,14
WB,1,20.99,4,Mon,15
WB,3,215.48,4,Thu,15
WB,8,25.22,4,Fri,15
WB,5,312.85,4,Mon,16
WB,14,640.37,4,Thu,16
WB,15,179.95,4,Fri,16
WB,12,368.68,4,Mon,17
WB,8,194.43,4,Thu,17
WB,6,420.44,4,Fri,17
WB,33,690.90,4,Mon,18
WB,5,298.75,4,Thu,18
WB,17,608.56,4,Fri,18
WB,3,355.47,4,Mon,19
WB,4,401.21,4,Thu,19
WB,5,39.95,5,Fri,9
WB,1,41.99,5,Sat,9
WB,1,0.99,5,Tue,10
WB,2,32.48,5,Fri,10
WB,4,161.96,5,Sat,10
WB,3,228.27,5,Tue,11
WB,13,530.87,5,Fri,11
WB,7,118.93,5,Sat,11
WB,1,134.99,5,Tue,12
WB,1,98.99,5,Fri,12
WB,16,663.24,5,Sat,12
WB,3,248.37,5,Tue,13
WB,3,348.97,5,Fri,13
WB,36,572.60,5,Sat,13
WB,5,183.25,5,Tue,14
WB,13,945.37,5,Fri,14
WB,20,663.86,5,Sat,14
WB,0,-11.00,5,Tue,15
WB,5,240.95,5,Fri,15
WB,5,227.45,5,Sat,15
WB,8,499.72,5,Tue,16
WB,1,116.99,5,Fri,16
WB,5,423.46,5,Sat,16
WB,7,383.33,5,Tue,17
WB,4,243.96,5,Fri,17
WB,6,335.34,5,Sat,17
WB,7,212.93,5,Tue,18
WB,1,59.99,5,Fri,18
WB,0,28.00,5,Tue,19
WB,13,19.03,5,Fri,19
WB,6,241.14,6,Wed,9
WB,1,125.99,6,Sat,9
WB,4,223.96,6,Wed,10
WB,8,530.42,6,Sat,10
WB,5,222.35,6,Wed,11
WB,5,516.95,6,Sat,11
WB,0,-8.00,6,Sun,12
WB,6,433.34,6,Wed,12
WB,13,392.87,6,Sat,12
WB,1,219.39,6,Sun,13
WB,6,263.74,6,Wed,13
WB,15,1144.45,6,Sat,13
WB,3,312.07,6,Sun,14
WB,4,227.96,6,Wed,14
WB,7,569.03,6,Sat,14
WB,9,297.91,6,Sun,15
WB,13,18.95,6,Wed,15
WB,24,1109.17,6,Sat,15
WB,4,250.98,6,Sun,16
WB,7,313.43,6,Wed,16
WB,5,430.75,6,Sat,16
WB,3,127.97,6,Sun,17
WB,7,233.95,6,Wed,17
WB,12,375.76,6,Sat,17
WB,28,389.12,6,Wed,18
WB,20,144.60,6,Wed,19
WB,22,790.48,6,Wed,20
WB,8,12.00,7,Thu,9
WB,2,95.98,7,Mon,10
WB,-1,-98.99,7,Thu,10
WB,0,0.00,7,Sun,11
WB,1,11.69,7,Thu,11
WB,4,364.96,7,Sun,12
WB,2,127.48,7,Mon,12
WB,5,266.45,7,Thu,12
WB,12,514.18,7,Sun,13
WB,10,904.20,7,Mon,13
WB,23,-27.19,7,Thu,13
WB,27,1443.27,7,Sun,14
WB,-2,-208.98,7,Mon,14
WB,0,55.00,7,Thu,14
WB,48,1002.92,7,Sun,15
WB,4,111.16,7,Mon,15
WB,11,586.99,7,Thu,15
WB,6,437.94,7,Sun,16
WB,7,181.03,7,Mon,16
WB,15,409.11,7,Thu,16
WB,4,160.96,7,Mon,17
WB,3,256.97,7,Thu,17
WB,2,133.98,7,Mon,18
WB,26,224.80,7,Thu,18
WB,1,109.99,7,Mon,19
WB,5,351.95,7,Thu,19
WB,3,121.48,7,Thu,20
WB,9,158.61,8,Mon,10
WB,2,279.98,8,Tue,10
WB,7,423.53,8,Fri,10
WB,5,197.05,8,Mon,11
WB,3,241.97,8,Tue,11
WB,5,195.45,8,Fri,11
WB,3,379.97,8,Mon,12
WB,4,289.96,8,Tue,12
WB,32,317.96,8,Fri,12
WB,3,190.96,8,Mon,13
WB,3,207.17,8,Tue,13
WB,9,408.71,8,Fri,13
WB,6,292.44,8,Tue,14
WB,17,659.03,8,Fri,14
WB,17,368.35,8,Mon,15
WB,3,162.97,8,Tue,15
WB,7,651.93,8,Fri,15
WB,2,197.98,8,Mon,16
WB,6,233.04,8,Tue,16
WB,6,375.45,8,Fri,16
WB,4,184.46,8,Mon,17
WB,1,17.99,8,Tue,17
WB,9,270.97,8,Fri,17
WB,6,273.24,8,Mon,18
WB,6,237.72,8,Fri,18
WB,2,192.48,8,Mon,19
WB,2,26.98,8,Tue,19
WB,4,219.36,8,Fri,19
WB,2,94.18,9,Sat,9
WB,4,324.85,9,Tue,10
WB,0,-5.00,9,Wed,10
WB,4,327.98,9,Sat,10
WB,10,253.50,9,Tue,11
WB,7,157.33,9,Wed,11
WB,15,1089.75,9,Sat,11
WB,11,228.97,9,Tue,12
WB,2,37.99,9,Wed,12
WB,11,893.90,9,Sat,12
WB,7,301.43,9,Tue,13
WB,5,-54.05,9,Wed,13
WB,13,859.39,9,Sat,13
WB,1,14.99,9,Tue,14
WB,9,17.33,9,Wed,14
WB,13,754.49,9,Sat,14
WB,30,404.74,9,Tue,15
WB,37,1164.99,9,Sat,15
WB,3,-96.49,9,Tue,16
WB,4,289.56,9,Wed,16
WB,15,516.65,9,Sat,16
WB,4,199.22,9,Tue,17
WB,5,198.63,9,Wed,17
WB,10,594.10,9,Sat,17
WB,4,310.46,9,Tue,18
WB,7,202.63,9,Wed,18
WB,6,425.24,9,Tue,19
WB,1,14.99,9,Wed,19
WB,3,-117.01,10,Wed,10
WB,3,214.17,10,Thu,10
WB,1,15.99,10,Wed,11
WB,0,9.00,10,Thu,11
WB,11,877.89,10,Sun,12
WB,1,98.99,10,Thu,12
WB,4,213.96,10,Sun,13
WB,4,259.96,10,Wed,13
WB,11,69.13,10,Thu,13
WB,34,1469.35,10,Sun,14
WB,8,305.42,10,Wed,14
WB,10,429.90,10,Thu,14
WB,10,589.40,10,Sun,15
WB,9,813.91,10,Wed,15
WB,1,139.99,10,Thu,15
WB,36,557.30,10,Sun,16
WB,2,92.38,10,Wed,16
WB,6,445.64,10,Thu,16
WB,7,493.43,10,Wed,17
WB,0,0.00,10,Thu,17
WB,6,197.45,10,Wed,18
WB,2,21.98,10,Thu,18
WB,3,49.48,10,Wed,19
WB,13,110.39,10,Thu,19
WB,2,110.98,10,Wed,20
WB,2,259.98,11,Fri,9
WB,0,-100.00,11,Thu,10
WB,1,27.89,11,Fri,10
WB,5,244.96,11,Mon,11
WB,4,272.46,11,Thu,11
WB,3,246.77,11,Fri,11
WB,6,198.24,11,Mon,12
WB,9,373.27,11,Fri,12
WB,21,745.94,11,Mon,13
WB,0,-47.89,11,Fri,13
WB,5,422.45,11,Mon,14
WB,2,219.98,11,Thu,14
WB,27,237.97,11,Fri,14
WB,1,51.99,11,Mon,15
WB,15,83.52,11,Thu,15
WB,5,325.95,11,Fri,15
WB,7,582.43,11,Mon,16
WB,2,113.38,11,Thu,16
WB,0,10.00,11,Fri,16
WB,9,534.51,11,Mon,17
WB,5,32.71,11,Thu,17
WB,1,98.99,11,Fri,17
WB,-2,-98.98,11,Mon,18
WB,24,469.50,11,Thu,18
WB,6,529.04,11,Mon,19
WB,3,271.22,11,Thu,19
WB,6,122.00,11,Fri,19
WB,2,149.98,11,Thu,20
WB,1,99.99,12,Tue,9
WB,2,259.98,12,Fri,9
WB,2,20.98,12,Tue,10
WB,9,396.02,12,Fri,10
WB,4,489.96,12,Sat,10
WB,1,89.99,12,Tue,11
WB,3,265.97,12,Fri,11
WB,28,280.98,12,Sat,11
WB,6,457.95,12,Tue,12
WB,3,164.47,12,Sat,12
WB,8,246.93,12,Tue,13
WB,5,40.96,12,Fri,13
WB,12,410.08,12,Sat,13
WB,9,508.41,12,Tue,14
WB,13,183.51,12,Fri,14
WB,12,836.68,12,Sat,14
WB,5,349.15,12,Tue,15
WB,1,96.99,12,Fri,15
WB,3,175.38,12,Sat,15
WB,8,364.62,12,Tue,16
WB,2,130.23,12,Fri,16
WB,5,268.45,12,Sat,16
WB,9,308.64,12,Tue,17
WB,5,236.21,12,Fri,17
WB,1,66.99,12,Sat,17
WB,2,144.88,12,Tue,18
WB,3,144.17,12,Fri,18
WB,7,211.13,12,Sat,18
WB,2,7.99,12,Tue,19
WB,2,139.99,12,Fri,19
WB,1,116.99,12,Fri,20
WB,2,193.48,13,Wed,9
WB,1,139.99,13,Sat,9
WB,4,71.57,13,Wed,10
WB,9,317.92,13,Sat,10
WB,5,233.21,13,Wed,11
WB,9,389.61,13,Sat,11
WB,5,426.06,13,Sun,12
WB,10,562.40,13,Wed,12
WB,17,637.57,13,Sat,12
WB,2,111.98,13,Sun,13
WB,17,378.95,13,Wed,13
WB,4,251.47,13,Sat,13
WB,5,173.65,13,Sun,14
WB,8,413.12,13,Wed,14
WB,8,732.33,13,Sat,14
WB,8,265.12,13,Sun,15
WB,4,174.96,13,Wed,15
WB,10,454.90,13,Sat,15
WB,8,454.92,13,Sun,16
WB,2,206.98,13,Wed,16
WB,8,468.28,13,Sat,16
WB,2,27.98,13,Sun,17
WB,12,651.38,13,Sat,17
WB,23,795.00,13,Wed,18
WB,1,98.99,13,Sat,18
WB,47,1271.74,13,Wed,19
WB,16,276.11,13,Wed,20
WB,1,125.99,14,Mon,10
WB,5,367.97,14,Thu,10
WB,2,108.98,14,Mon,11
WB,4,199.96,14,Thu,11
WB,10,288.81,14,Sun,12
WB,5,49.55,14,Mon,12
WB,58,850.97,14,Thu,12
WB,6,397.20,14,Sun,13
WB,5,296.45,14,Mon,13
WB,16,554.79,14,Thu,13
WB,8,380.33,14,Sun,14
WB,2,213.98,14,Mon,14
WB,8,625.22,14,Thu,14
WB,3,129.57,14,Sun,15
WB,2,123.28,14,Mon,15
WB,4,240.06,14,Thu,15
WB,8,256.42,14,Sun,16
WB,3,250.67,14,Mon,16
WB,26,290.04,14,Thu,16
WB,4,97.46,14,Sun,17
WB,8,412.43,14,Thu,17
WB,4,246.36,14,Mon,18
WB,9,558.42,14,Thu,18
WB,6,442.94,14,Mon,19
WB,14,452.73,14,Thu,19
WB,2,20.78,14,Thu,20
WB,2,208.98,15,Mon,9
WB,8,225.12,15,Fri,9
WB,5,205.95,15,Mon,10
WB,1,121.49,15,Tue,10
WB,5,362.95,15,Fri,10
WB,2,20.78,15,Mon,11
WB,1,9.89,15,Tue,11
WB,4,119.98,15,Fri,11
WB,5,254.65,15,Tue,12
WB,4,259.66,15,Fri,12
WB,4,224.16,15,Mon,13
WB,1,89.99,15,Tue,13
WB,25,787.31,15,Fri,13
WB,6,420.64,15,Mon,14
WB,1,98.99,15,Tue,14
WB,63,255.30,15,Fri,14
WB,11,424.03,15,Mon,15
WB,5,299.95,15,Tue,15
WB,9,448.23,15,Fri,15
WB,4,141.96,15,Mon,16
WB,8,338.62,15,Tue,16
WB,13,465.92,15,Fri,16
WB,2,67.28,15,Mon,17
WB,7,58.68,15,Tue,17
WB,5,118.48,15,Fri,17
WB,3,256.47,15,Mon,18
WB,1,-5.41,15,Tue,18
WB,6,237.04,15,Fri,18
WB,5,410.35,15,Mon,19
WB,2,13.48,15,Tue,19
WB,5,160.45,15,Fri,19
WB,4,130.47,15,Mon,20
WB,1,42.24,15,Fri,20
WB,0,0.00,16,Sat,8
WB,26,29.50,16,Tue,9
WB,1,22.49,16,Wed,9
WB,2,129.98,16,Sat,9
WB,-1,-1.35,16,Tue,10
WB,2,164.98,16,Wed,10
WB,2,233.98,16,Sat,10
WB,4,258.26,16,Tue,11
WB,19,713.53,16,Sat,11
WB,9,221.61,16,Tue,12
WB,12,1133.48,16,Sat,12
WB,5,286.86,16,Tue,13
WB,1,99.99,16,Wed,13
WB,16,596.10,16,Sat,13
WB,1,109.99,16,Tue,14
WB,2,84.98,16,Wed,14
WB,16,972.94,16,Sat,14
WB,5,267.25,16,Tue,15
WB,3,51.28,16,Wed,15
WB,43,2071.37,16,Sat,15
WB,4,259.16,16,Tue,16
WB,2,131.98,16,Wed,16
WB,21,1576.29,16,Sat,16
WB,12,2.40,16,Tue,17
WB,10,471.50,16,Wed,17
WB,7,349.63,16,Sat,17
WB,1,39.99,16,Tue,18
WB,1,21.99,16,Wed,18
WB,2,105.98,16,Sat,18
WB,49,146.99,16,Tue,19
WB,4,214.96,16,Wed,19
WB,1,139.99,16,Tue,20
WB,-2,-57.48,17,Wed,9
WB,4,234.97,17,Wed,10
WB,3,203.97,17,Thu,10
WB,1,139.99,17,Wed,11
WB,1,98.99,17,Thu,11
WB,15,1009.89,17,Sun,12
WB,4,258.96,17,Wed,12
WB,-2,-249.98,17,Thu,12
WB,21,985.79,17,Sun,13
WB,11,5.05,17,Wed,13
WB,17,202.47,17,Thu,13
WB,23,1245.47,17,Sun,14
WB,9,380.88,17,Wed,14
WB,5,369.45,17,Thu,14
WB,7,437.73,17,Sun,15
WB,4,234.36,17,Thu,15
WB,10,533.64,17,Sun,16
WB,5,383.25,17,Wed,16
WB,5,287.95,17,Thu,16
WB,5,171.59,17,Sun,17
WB,0,70.00,17,Wed,17
WB,-1,-119.99,17,Thu,17
WB,2,71.49,17,Wed,18
WB,2,143.98,17,Thu,18
WB,22,425.09,17,Wed,19
WB,1,5.39,17,Thu,19
WB,2,180.48,18,Mon,9
WB,1,99.99,18,Fri,9
WB,5,254.75,18,Mon,10
WB,5,164.65,18,Thu,10
WB,6,393.34,18,Fri,10
WB,6,447.94,18,Mon,11
WB,2,12.98,18,Thu,11
WB,3,-98.21,18,Fri,11
WB,6,189.84,18,Mon,12
WB,2,45.98,18,Thu,12
WB,5,294.45,18,Fri,12
WB,2,11.98,18,Mon,13
WB,10,463.91,18,Fri,13
WB,0,-102.00,18,Thu,14
WB,2,57.29,18,Fri,14
WB,2,199.98,18,Mon,15
WB,7,412.83,18,Fri,15
WB,0,49.00,18,Mon,16
WB,1,114.99,18,Thu,16
WB,6,222.36,18,Mon,17
WB,1,51.29,18,Thu,17
WB,4,7.96,18,Fri,17
WB,6,448.04,18,Mon,18
WB,2,71.98,18,Thu,18
WB,2,152.98,18,Fri,18
WB,7,571.43,18,Mon,19
WB,14,2.80,18,Thu,19
WB,1,98.99,18,Mon,20
WB,13,759.77,19,Tue,10
WB,4,309.86,19,Fri,10
WB,14,720.41,19,Sat,10
WB,6,60.38,19,Tue,11
WB,6,278.94,19,Fri,11
WB,5,177.97,19,Sat,11
WB,2,274.98,19,Tue,12
WB,12,289.26,19,Fri,12
WB,5,300.97,19,Sat,12
WB,40,815.74,19,Tue,13
WB,3,203.97,19,Fri,13
WB,15,366.97,19,Sat,13
WB,6,265.20,19,Tue,14
WB,6,116.99,19,Fri,14
WB,15,1018.85,19,Sat,14
WB,2,76.48,19,Tue,15
WB,1,99.99,19,Fri,15
WB,28,388.72,19,Sat,15
WB,10,250.46,19,Tue,16
WB,7,386.95,19,Fri,16
WB,1,139.99,19,Sat,16
WB,9,281.45,19,Tue,17
WB,35,378.85,19,Fri,17
WB,7,251.93,19,Sat,17
WB,28,455.46,19,Tue,18
WB,8,409.94,19,Fri,18
WB,2,94.48,19,Tue,19
WB,5,413.95,19,Fri,19
WB,-1,-93.49,20,Wed,9
WB,4,286.96,20,Sat,9
WB,1,19.99,20,Wed,10
WB,2,260.98,20,Sat,10
WB,4,344.97,20,Wed,11
WB,29,357.95,20,Sat,11
WB,3,240.37,20,Sun,12
WB,1,38.89,20,Wed,12
WB,7,427.95,20,Sat,12
WB,6,414.14,20,Sun,13
WB,17,197.35,20,Wed,13
WB,6,476.34,20,Sat,13
WB,1,71.99,20,Sun,14
WB,9,415.01,20,Wed,14
WB,21,640.27,20,Sat,14
WB,2,3.00,20,Sun,15
WB,5,155.95,20,Wed,15
WB,5,474.05,20,Sat,15
WB,15,-22.55,20,Sun,16
WB,3,250.37,20,Wed,16
WB,11,597.27,20,Sat,16
WB,0,119.90,20,Wed,17
WB,5,60.75,20,Sat,17
WB,13,600.16,20,Wed,18
WB,36,738.21,20,Wed,19
WB,19,348.70,20,Wed,20
WB,3,39.97,21,Mon,10
WB,3,166.47,21,Thu,10
WB,2,109.98,21,Mon,11
WB,2,25.08,21,Thu,11
WB,3,241.47,21,Sun,12
WB,1,9.89,21,Mon,12
WB,7,537.92,21,Thu,12
WB,12,654.38,21,Sun,13
WB,7,176.26,21,Mon,13
WB,2,215.98,21,Thu,13
WB,5,504.20,21,Sun,14
WB,19,597.54,21,Mon,14
WB,17,334.75,21,Thu,14
WB,21,745.57,21,Sun,15
WB,2,186.98,21,Mon,15
WB,9,699.41,21,Thu,15
WB,22,610.29,21,Sun,16
WB,4,365.46,21,Mon,16
WB,9,440.91,21,Thu,16
WB,7,531.03,21,Sun,17
WB,3,195.48,21,Mon,17
WB,4,437.96,21,Thu,17
WB,1,95.49,21,Mon,18
WB,20,692.74,21,Thu,18
WB,1,18.99,21,Mon,19
WB,13,591.64,21,Thu,19
WB,5,246.30,21,Thu,20
WB,-1,-139.99,22,Tue,9
WB,2,100.34,22,Fri,9
WB,11,65.23,22,Mon,10
WB,1,27.89,22,Tue,10
WB,1,37.99,22,Fri,10
WB,5,163.95,22,Mon,11
WB,4,104.49,22,Tue,11
WB,11,167.97,22,Fri,11
WB,25,123.99,22,Mon,12
WB,1,197.39,22,Fri,12
WB,6,408.75,22,Mon,13
WB,7,126.99,22,Tue,13
WB,10,764.80,22,Fri,13
WB,20,825.20,22,Fri,14
WB,5,6.75,22,Mon,15
WB,5,63.95,22,Tue,15
WB,23,42.49,22,Fri,15
WB,1,107.99,22,Mon,16
WB,3,19.49,22,Tue,16
WB,5,151.45,22,Fri,16
WB,1,130.49,22,Mon,17
WB,2,83.98,22,Tue,17
WB,11,551.90,22,Fri,17
WB,2,60.48,22,Mon,18
WB,1,89.99,22,Tue,18
WB,2,20.98,22,Fri,18
WB,3,241.47,22,Mon,19
WB,13,600.45,22,Fri,19
WB,5,346.95,22,Fri,20
WB,5,360.75,23,Tue,9
WB,0,-9.00,23,Sat,9
WB,3,276.97,23,Tue,10
WB,1,116.99,23,Wed,10
WB,7,356.38,23,Sat,10
WB,12,321.94,23,Tue,11
WB,3,296.07,23,Wed,11
WB,7,192.77,23,Sat,11
WB,24,269.38,23,Tue,12
WB,4,264.56,23,Wed,12
WB,30,1051.64,23,Sat,12
WB,2,54.49,23,Tue,13
WB,5,192.95,23,Wed,13
WB,14,759.56,23,Sat,13
WB,8,141.56,23,Tue,14
WB,3,226.48,23,Wed,14
WB,16,728.77,23,Sat,14
WB,2,121.88,23,Tue,15
WB,1,149.99,23,Wed,15
WB,37,1506.36,23,Sat,15
WB,13,367.65,23,Tue,16
WB,2,21.58,23,Wed,16
WB,15,1099.65,23,Sat,16
WB,3,-142.48,23,Tue,17
WB,7,714.94,23,Sat,17
WB,2,153.98,23,Tue,18
WB,5,-140.83,23,Wed,18
WB,15,199.13,23,Tue,19
WB,1,98.99,24,Wed,10
WB,1,114.99,24,Wed,11
WB,4,188.96,24,Thu,11
WB,9,540.21,24,Sun,12
WB,3,124.97,24,Thu,12
WB,8,374.74,24,Sun,13
WB,3,19.99,24,Wed,13
WB,3,201.48,24,Thu,13
WB,19,700.11,24,Sun,14
WB,6,138.84,24,Wed,14
WB,8,523.43,24,Thu,14
WB,38,884.06,24,Sun,15
WB,4,289.96,24,Thu,15
WB,21,685.58,24,Sun,16
WB,4,266.96,24,Wed,16
WB,1,24.99,24,Thu,16
WB,36,478.53,24,Sun,17
WB,3,287.97,24,Wed,17
WB,-1,-49.49,24,Thu,17
WB,2,154.98,24,Wed,18
WB,1,98.99,24,Wed,20
WB,1,103.49,24,Thu,20
WB,10,1.80,25,Mon,9
WB,4,263.66,25,Thu,9
WB,3,263.47,25,Mon,10
WB,2,10.78,25,Thu,10
WB,1,0.00,25,Fri,10
WB,39,164.07,25,Mon,11
WB,1,35.99,25,Thu,11
WB,3,107.27,25,Fri,11
WB,7,634.13,25,Mon,12
WB,2,122.98,25,Thu,12
WB,7,179.93,25,Fri,12
WB,1,41.99,25,Mon,13
WB,5,143.73,25,Thu,13
WB,9,606.71,25,Mon,14
WB,1,64.99,25,Thu,14
WB,7,388.73,25,Mon,15
WB,3,348.97,25,Thu,15
WB,8,265.32,25,Mon,16
WB,7,679.93,25,Thu,16
WB,7,640.08,25,Fri,16
WB,8,481.72,25,Mon,17
WB,1,27.89,25,Thu,17
WB,3,171.97,25,Fri,17
WB,25,635.27,25,Mon,18
WB,33,382.69,25,Thu,18
WB,0,-63.00,25,Fri,18
WB,8,609.92,25,Mon,19
WB,3,278.97,25,Thu,19
WB,1,58.49,25,Fri,19
WB,1,4.99,25,Thu,20
WB,8,831.42,26,Tue,10
WB,3,27.06,26,Sat,10
WB,6,309.34,26,Tue,11
WB,14,541.36,26,Sat,11
WB,26,1182.16,26,Tue,12
WB,2,224.98,26,Sat,12
WB,10,569.70,26,Tue,13
WB,7,290.29,26,Sat,13
WB,3,334.97,26,Tue,14
WB,6,130.44,26,Sat,14
WB,2,125.38,26,Tue,15
WB,2,166.98,26,Sat,15
WB,1,16.99,26,Tue,16
WB,1,107.99,26,Sat,16
WB,4,118.87,26,Tue,17
WB,2,33.98,26,Sat,17
WB,31,201.05,26,Tue,18
WB,6,148.40,26,Tue,19
WB,4,167.46,27,Wed,9
WB,24,24.00,27,Wed,10
WB,-1,-76.99,27,Sun,11
WB,3,307.97,27,Wed,11
WB,9,471.94,27,Sun,12
WB,6,279.44,27,Wed,12
WB,10,509.10,27,Sun,13
WB,4,252.86,27,Wed,13
WB,2,157.48,27,Sun,14
WB,38,862.62,27,Wed,14
WB,1,99.99,27,Sun,15
WB,11,634.19,27,Wed,15
WB,16,203.88,27,Sun,16
WB,8,779.92,27,Wed,16
WB,11,494.90,27,Wed,17
WB,20,844.83,27,Wed,18
WB,27,176.97,27,Wed,19
WB,30,758.02,27,Wed,20
WB,20,594.50,28,Thu,10
WB,19,686.77,28,Thu,11
WB,-1,-98.99,28,Mon,12
WB,7,482.81,28,Thu,12
WB,10,438.66,28,Thu,13
WB,7,395.95,28,Mon,14
WB,5,244.95,28,Thu,14
WB,1,1.50,28,Mon,15
WB,10,92.80,28,Thu,15
WB,1,103.49,28,Mon,16
WB,12,860.18,28,Thu,16
WB,2,132.98,28,Mon,17
WB,6,479.94,28,Thu,17
WB,7,279.23,28,Thu,18
WB,1,109.99,28,Mon,19
WB,6,595.64,28,Thu,19
WB,2,156.98,29,Tue,9
WB,0,-69.00,29,Tue,10
WB,4,299.46,29,Fri,10
WB,7,440.43,29,Fri,11
WB,4,41.98,29,Tue,12
WB,11,208.91,29,Fri,12
WB,4,289.96,29,Fri,13
WB,1,98.99,29,Tue,14
WB,14,469.92,29,Fri,14
WB,2,139.48,29,Tue,15
WB,5,558.95,29,Fri,15
WB,2,170.98,29,Tue,16
WB,7,424.44,29,Fri,16
WB,2,141.28,29,Tue,17
WB,27,642.88,29,Fri,17
WB,3,210.97,29,Tue,18
WB,5,147.76,29,Tue,19
WB,1,-146.99,29,Fri,19
WB,2,167.88,30,Sat,9
WB,1,93.49,30,Wed,10
WB,10,362.71,30,Sat,10
WB,6,137.35,30,Wed,11
WB,24,39.94,30,Sat,11
WB,12,175.44,30,Wed,12
WB,31,940.76,30,Sat,12
WB,4,174.56,30,Wed,13
WB,22,910.01,30,Sat,13
WB,1,98.99,30,Wed,14
WB,32,902.15,30,Sat,14
WB,2,100.49,30,Wed,15
WB,18,947.99,30,Sat,15
WB,3,146.67,30,Wed,16
WB,22,672.94,30,Sat,16
WB,1,125.99,30,Wed,17
WB,26,583.57,30,Sat,17
WB,3,225.47,30,Wed,18
WB,5,6.75,30,Wed,19
WB,0,49.70,31,Thu,12
WB,2,233.98,31,Thu,13
WB,3,191.97,31,Thu,14
WB,1,89.99,31,Thu,15
WB,2,79.98,31,Thu,16
WB,1,109.99,31,Thu,17
WB,1,7.49,31,Thu,18
WB,1,58.49,31,Thu,19
AAW,-1,-90.99,1,Mon,8
AAW,4,73.76,1,Mon,9
AAW,6,456.45,1,Fri,9
AAW,9,398.33,1,Mon,10
AAW,11,537.89,1,Fri,10
AAW,5,181.95,1,Mon,11
AAW,23,438.61,1,Fri,11
AAW,16,1173.87,1,Mon,12
AAW,36,1159.60,1,Fri,12
AAW,13,641.38,1,Mon,13
AAW,46,1995.47,1,Fri,13
AAW,11,956.39,1,Mon,14
AAW,10,409.01,1,Fri,14
AAW,7,387.14,1,Mon,15
AAW,26,846.63,1,Fri,15
AAW,19,688.09,1,Mon,16
AAW,36,1219.02,1,Fri,16
AAW,8,409.92,1,Mon,17
AAW,24,817.41,1,Fri,17
